raw,standard,score
franklin,franklin,100.0
lincoln,lincoln,100.0
aroostook,aroostook,100.0
piscataquis,piscataquis,100.0
waldo,waldo,100.0
hancock,hancock,100.0
hancock  island,hancock,90.0
washington,washington,100.0
penobscot,penobscot,100.0
